Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Exit Code,Total Time
fp_set_cmd_unix,'-1916437604 -1162485965 1973078955 vaj w*',com_get_config,':yJwl',gssb_msp_get_temp,'',gssb_unlock_config,'-1321675885',eps_get_config,'',-6,6.495753765106201
gssb_commit_addr,'',com_reset_wdt,'420742372',tm_send_status,'-1054259623',gssb_reset,'',com_send_rpt,'1903015541 Ddr!.J*',-6,6.403317213058473
drp_set_var,'179922094 1651798364',tm_send_status,'-351162821',fp_del_cmd_unix,'-1704962045',rw_set_speed,'-189676082 931520856',fp_set_cmd,'-722904945 -988316909 1664901627 -1750261174 -2040508538 1929312531 -728202242 -943513534 @a+m_4`LL %g',-6,6.574944257736206
fp_set_cmd_dt,'-2067768244 1098284970 -1076478467 `3shGCcxGZ NY',set_state,'1695335652862080478 7853860498122777746 1821558237',com_ping,'-383123581',obc_get_mem,'',gssb_get_version,'',-6,6.262779951095581
gssb_get_temp,'',fp_set_cmd,'-578903524 -870439597 -1316310276 1442963006 -1479752701 -1051246834 346334306 138626466 3ou0F =',gssb_unlock_config,'242147593',drp_add_hrs_alive,'-999402957',obc_get_mem,'',-6,6.247429370880128
tm_send_all,'6936729145757914667 12942466635052941809',fp_set_cmd_unix,'1208925287 -1637063662 1133613444  VVJ(3',drp_ebf,'212983697',drp_ebf,'-1105716155',gssb_select,'24675985',-6,6.318680763244629
com_debug,'',obc_ident,'',gssb_arm_manual,'-2132808179',tm_send_status,'2028446785',obc_get_sensors,'',-6,6.496035814285277
com_debug,'',drp_set_deployed,'-910600572',com_ping,'-1819562068',com_send_tc,'-1048627437 q',obc_get_mem,'',-6,10.465299129486084
obc_update_tle,'',fp_set_cmd_unix,'2067540482 1643911743 1122965529 SOM ~'}qgfn',gssb_fss_get_sun,'',gssb_get_version,'',gssb_fss_set_config,'-1945985501',-11,6.310889482498169
tm_get_last,'14191039232567549505',fp_del_cmd_unix,'707734900',com_send_data,'7?0G5BgXAU',drp_get_vars,'',drp_add_hrs_alive,'-733697156',-6,6.436634302139282
gssb_commit_addr,'',gssb_update_status,'',fp_set_cmd,'47741846 980138667 -2146942048 1967491294 477119060 -613955988 1585973493 315903351 2@GG;pK{% dyv#RWN',fp_del_cmd,'878130589 1087591828 -888056589 -1089452287 1333228752 1431526000',tm_send_from,'13913087412814933295 5168688230889636088 1514669661275230087',-6,6.382161617279053
gssb_fss_commit_config,'',fp_set_cmd_dt,"'1261192807 -1582463519 391473033 Aj6h,W9qL I#a4+ZWo#'",gssb_arm_manual,'-342158746',com_set_node,'-1620953583',obc_get_time,'-1963473247',-6,6.495311260223389
tm_send_last,'7829336781991955383 15394797665894717127',fp_del_cmd_unix,'1873250454',drp_test_system_vars,'',eps_set_heater,'-1477804632 1203563996',com_ping,'-1459403504',-6,6.2527916431427
com_send_tc,'722796181 R]Qa]2',help,'',fp_test_params,'-98727310  -19279551',gssb_fss_get_temp,'',obc_get_sensors,'',-6,7.540688753128053
drp_set_deployed,'1390646721',eps_update_status,'',com_send_tc,'-1447195334 ;',help,'',gssb_fss_commit_config,'',-6,7.380886554718018
obc_reset_wdt,'',com_send_tc,'1766845425 UX7F',fp_test_params,'-1028822134 kC)qDd! 1107771192',obc_update_tle,'',drp_test_system_vars,'',-6,7.456149101257324
gssb_arm_manual,'-1804752549',fp_set_cmd,'-1861373957 1032933906 332493892 468429933 -494344451 -226681690 -2025219630 583091947 ^{@ W[4',drp_set_var,'-1341746868 831526366',eps_get_hk,'',tm_parse_status,'',-11,6.267679691314697
gssb_get_temp,'',gssb_msp_get_temp,'',fp_test_params,'1127993952 lu3oq -922611577',gssb_arm_auto,'-1867608384',fp_del_cmd,'394530009 1117045777 -231561822 -1285827779 -281368542 -872219826',-6,6.6369991302490225
fp_set_cmd_unix,'1219530413 -433457261 850916823 rx O/k;[',tm_get_last,'16214979226880585951',gssb_set_addr,'384651061',gssb_get_status,'',init_dummy_sensor,'',-6,6.1819801330566415
gssb_update_status,'',tm_set_ack,'11250134031930518224 3147581669283249773',fp_del_cmd,'1215975589 545320686 -56183543 -35003960 2034277484 193884866',drp_clear_gnd_wdt,'',com_get_node,'',-6,6.359182357788086
fp_set_cmd_dt,'1230769833 -1841350966 -1236115900 ]i@GvN`\ |7~0:4s{?6',rw_set_speed,'953797810 304139903',gssb_get_burn_config,'',gssb_get_burn_config,'',set_state,'9040942378708264511 16598734151663452211 -597451799',-6,6.381721496582031
obc_update_tle,'',gssb_fss_commit_config,'',fp_set_cmd,'1943872223 1822392706 -1490081334 215145010 -301273959 -440039957 -1403159147 -1131020934 GJ; UjR7Ylu',gssb_reset,'',gssb_get_status,'',-11,6.426825761795044
fp_set_cmd,'-858404490 -210650236 59130033 825818930 -266569271 -1169916005 -83969138 839174898 I^/R\d A',tm_send_all,'17732574974229337187 9971647052421078438',obc_debug,'2119301631',eps_hard_reset,'',com_get_node,'',-11,6.229606628417969
tm_parse_status,'',gssb_antenna_release,'674596680 2104635021 -2037535260 536427735',drp_ebf,'1298928111',com_debug,'',tm_send_status,'-887578281',-6,6.465978860855103
com_send_rpt,'-1256109129 h6',fp_del_cmd_unix,'856141049',rw_set_speed,'157034441 -519065588',gssb_get_version,'',rw_get_speed,'',-6,6.27834939956665
gssb_arm_auto,'-1271514',obc_ident,'',com_set_config,'/51N* </',tm_send_status,'400967696',eps_update_status,'',-6,6.5354061126708975
fp_del_cmd,'-1748843214 1708395614 -185069146 -1195958477 -973845144 203808362',tm_send_status,'902522069',eps_update_status,'',gssb_get_model,'',obc_ident,'',-6,6.569056749343872
tm_send_status,'-1719985584',com_send_cmd,'-1982454349 {`',rw_set_speed,'56384947 1312194916',gssb_get_model,'',com_update_status,'',-6,6.270233154296875
obc_get_mem,'',com_send_tc,'-464835770 b\(',gssb_get_uuid,'',drp_add_hrs_alive,'-810236559',eps_hard_reset,'',-6,7.32544469833374
eps_update_status,'',fp_set_cmd_unix,"'2090773890 1467045637 668267345 !,W?LuB@2 r'",fp_set_cmd_unix,"'-586878785 -646185352 900173982 '7NWKgYN4O 34.,&'",obc_update_tle,'',obc_set_tle,'553059538 gA*;DZE9?!',-6,6.455966711044312
drp_test_system_vars,'',tm_send_from,'12076895152790370809 13207145846227557000 8983467607688169987',fp_set_cmd,"'-633514591 194292284 299694787 -242325158 16206693 65334463 60650357 1483238841 C5j?K 1X0=.B'_,'",help,'',gssb_get_status,'',-11,9.984029293060305
gssb_set_burn_config,'1376923550 892468158 -1485943166 -1861368311 176078207 2050444342 595008923',obc_reset_wdt,'',fp_del_cmd_unix,'1362102450',rw_get_current,'',drp_ebf,'1062284027',-6,6.357990264892577
gssb_get_uuid,'',fp_del_cmd,'551684661 470140682 568553273 -272074218 406809956 -908606939',gssb_get_temp,'',tm_send_last,'10192158650441709976 10428321383321917716',fp_test_params,'586827986 (v) -1698238341',-11,6.422314882278442
obc_get_mem,'',obc_get_sensors,'',rw_get_speed,'',fp_set_cmd,'-1889583236 242100765 855668315 632153344 1631155593 -472698943 985656815 1209931203 hq^jm ',com_reset_wdt,'-483789440',-11,6.428347110748291
gssb_set_burn_config,'-349341378 2121133033 -108127847 -1355490996 1612845223 1180215838 452799825',com_get_node,'',tm_get_last,'1086928421474100088',com_update_status,'',com_send_tc,'-1499977349 =oUar',-6,7.960657835006714
fp_del_cmd_unix,'370923197',gssb_get_uuid,'',gssb_pwr,'499442876 131694700',drp_set_deployed,'-1297617749',gssb_get_version,'',-6,6.307830810546875
gssb_fss_get_temp,'',tm_send_all,'13103714688252656561 5585583089184566766',eps_get_hk,'',tm_send_status,'-1682169844',rw_get_current,'',-6,6.509165287017822
obc_update_status,'',fp_set_cmd_unix,'282541739 -975649263 473967118  'dg!6R+zn',gssb_get_version,'',com_send_rpt,"'277033075 +""~,*'",com_debug,'',-6,6.345596790313722
drp_get_vars,'',set_state,'16810102097147377399 16918385717198750835 -1912682252',init_dummy_sensor,'',com_send_tc,'-425847262 j=]1p',gssb_get_temp_int,'',-6,7.4418511390686035
gssb_set_addr,'337812872',com_reset_wdt,'-566924843',fp_set_cmd_dt,'-1324606365 -1595851717 1389677694 Ly W|[mN',gssb_fss_commit_config,'',rw_get_speed,'',-6,6.452785968780518
com_ping,'1319120640',com_reset_wdt,'2014370315',com_send_tc,'2056670354 ~fG'iKR`n>',gssb_arm_manual,'1728737959',com_update_status,'',-6,10.297836780548096
tm_send_from,'3602543123856286512 6861615794831701716 5927605028796356795',tm_parse_status,'',obc_prop_tle,'7566022521964283798',drp_set_deployed,'1645089023',fp_set_cmd,'-1252656151 1228643406 1733195382 -1965841160 340831304 1338347697 122114901 -485992151 7khH dxW#',-11,6.606450319290161
gssb_fss_commit_config,'',gssb_fss_get_sun,'',tm_send_status,'2058662950',obc_prop_tle,'5456376335354294874',gssb_fss_get_sun,'',-6,6.428025722503662
gssb_pwr,'2126926540 -1457655395',drp_set_deployed,'2016351549',test,'&;)aoi3d<',drp_ebf,'1641927133',fp_del_cmd,'1810359780 -1515169659 -358055441 -1376931558 1364208003 -1230634180',-6,6.524789094924928
gssb_get_temp_int,'',eps_get_config,'',fp_reset,'',com_send_tc,'479204974 fY{(4R',gssb_fss_get_sun,'',-6,7.458029270172119
fp_del_cmd,'-1656768049 1054692341 1794599286 -1397167786 1776337483 -544813300',gssb_get_model,'',obc_set_pwm_duty,'1842950498 1320505709',eps_set_heater,'1604390989 1017873630',init_dummy_sensor,'',-11,6.23412036895752
tm_send_from,'358479723324913973 4218792894786800454 15276604884514107490',gssb_fss_commit_config,'',com_update_status,'',com_send_tc,'1624876629 [~T]',fp_set_cmd_unix,'-122056988 -302060674 300375186 H(r-doE BmSQpTK',-6,7.453173398971558
tm_send_status,'588130059',gssb_set_burn_config,'-2053141078 -1313622184 -811795117 -1035713071 -667093416 -1197327794 1388056793',gssb_set_addr,'1437832759',obc_reset_wdt,'',obc_get_sensors,'',-6,6.608234882354736
drp_get_vars,'',obc_set_tle,'-1046332199 )lT',test,'et;P1EJ@R',fp_reset,'',fp_set_cmd_unix,'-1993156752 1149994688 1220853136  wAO{rmmPZ',-6,6.6109373569488525
obc_update_tle,'',obc_get_mem,'',fp_del_cmd_unix,'-589555476',obc_pwm_pwr,'1663584271',obc_set_pwm_freq,'-1102548714 317223695636290750701658436974290847849',-6,6.503248691558838
gssb_pwr,'1704103232 4928715',gssb_msp_get_temp,'',tm_get_last,'8208526791910999090',obc_get_sensors,'',fp_set_cmd_unix,"'-1020771191 -2121756742 -1907501435  f$""kL4'",-6,6.55044412612915
obc_get_time,'-914115196',obc_get_mem,'',gssb_fss_get_sun,'',fp_set_cmd,'1152739251 737475107 1688305778 -573639116 1006624132 -257236955 324668173 -431112761 h4 YT-wJM/',obc_update_status,'',-11,6.40874171257019
obc_debug,'1971506666',drp_set_deployed,'1025903680',fp_set_cmd_dt,'1617441809 -1915749343 -469680056  4}p+9(i',gssb_fss_set_config,'982235248',fp_set_cmd,"'500084242 -380389644 1059711965 1036803350 -814686935 642789972 383214867 -1256221440 u;!'Z K3""(ER'",-11,6.556758642196655
obc_pwm_pwr,'1080734881',obc_set_tle,'-136990729 ',tm_send_last,'13401649611193293516 7030755554195903744',gssb_arm_auto,'-432607557',fp_set_cmd_dt,'-1619902835 903764259 -816505792 3H]mV uZ=_mR0c',-6,6.4870550632476816
gssb_fss_get_sun,'',obc_set_pwm_duty,'-1053860278 2086933763',fp_del_cmd,'-589566500 311061390 -622329910 458700632 1695762549 1257533561',gssb_fss_set_config,'-1567193911',gssb_fss_get_sun,'',-6,6.616257905960082
gssb_fss_set_config,'-609255848',fp_set_cmd_unix,'-686934338 1016086890 -791072957 *}d&+ )u'',fp_del_cmd_unix,'790320579',com_get_config,'',gssb_select,'-672285091',-6,6.451852798461914
fp_set_cmd_unix,'-937038749 1383969097 1151766642 w~ c(QzZi<jW|',com_send_rpt,'-1764168562 TED:[9)An',gssb_burn,'',fp_test_params,'1280919909 ]() 167658072',com_set_node,'-195195723',-6,6.2623374462127686
com_get_config,'',com_send_tc,'-1723690615 ',fp_del_cmd_unix,'-100662503',com_send_data,'',obc_ident,'',-6,7.3070013523101816
obc_set_pwm_freq,'1692652413 -41170550226581263955020350165247215080',obc_set_pwm_duty,'-2135294467 198841124',drp_test_system_vars,'',com_send_tc,'1472802129 kN9oFU3]YK',gssb_get_temp_int,'',-6,11.137344121932983
fp_set_cmd_unix,'-1166015107 798258848 -964380261 !X ~$lgC%N',eps_get_hk,'',gssb_arm_auto,'1690282314',eps_update_status,'',obc_pwm_pwr,'1526094294',-6,6.665108680725098
fp_del_cmd,'-1275405914 1456570891 1258338858 -2143129191 -1069530393 1710416666',gssb_unlock_config,'-818898721',set_state,'8568197117068531186 9762896900499692256 2069306385',gssb_msp_get_temp,'',gssb_fss_get_temp,'',-11,6.294699668884277
com_reset_wdt,'-1777036646',gssb_get_burn_config,'',com_send_tc,'1217505453 ',obc_reset_wdt,'',com_debug,'',-6,7.326206684112549
gssb_pwr,'1714153815 409926877',com_send_cmd,'564194695 vZ!#`_jD',fp_del_cmd,'1426941559 -1849997023 -1085642609 1348482676 -1280383462 785471769',obc_get_mem,'',obc_debug,'-281314934',-6,7.261228561401367
com_send_tc,'-1070432373 ``uP%Puu~',tm_set_ack,'14441145615163884395 1244328942264210336',obc_prop_tle,'-429920180554225695',com_update_status,'',gssb_arm_auto,'-1016267463',-6,7.509507656097412
obc_get_sensors,'',fp_set_cmd_dt,'-871064485 1569623057 314390625 u 5jFHI1E9',eps_update_status,'',obc_set_pwm_freq,'1640207312 -63907008516582781376316685963455894910',eps_get_config,'',-6,6.5271077156066895
com_set_node,'-1306415709',com_set_config,'I>& yyFFB>Om',fp_set_cmd_unix,'-112530056 131842486 474324478 >fdzN CbOR~?',gssb_arm_manual,'1132673389',obc_set_pwm_freq,'-269580107 -181158017656363699410384839202051152907',-6,6.313230752944946
rw_set_speed,'411423761 -209025352',help,'',fp_set_cmd_unix,'-1196740304 -844305748 -1943494714  Z`-n'Z)',com_send_cmd,'872923918 4<.',com_reset_wdt,'-1880575134',-6,6.382882118225098
eps_hard_reset,'',gssb_reset,'',fp_set_cmd,'1516802647 -1180710099 -702621080 -1883564913 235841313 -133762490 -1583415767 -1595830340 H)7G.04p&T 2|4FW~',gssb_select,'-489239820',gssb_update_status,'',-6,6.398920774459839
obc_reset_wdt,'',com_set_node,'-1692472490',gssb_get_temp_int,'',fp_del_cmd_unix,'-597839223',gssb_get_version,'',-6,6.444891691207887
gssb_msp_cal_temp,'1896815212 -1548286390',obc_pwm_pwr,'1175166440',rw_set_speed,'-683159726 865023108',com_send_tc,'1461745785 ',tm_send_from,'18340091260833079621 8777796885987838568 11427684524466310774',-6,7.467759370803832
obc_get_mem,'',test,'',fp_set_cmd_dt,'-1909084285 -1464042970 1564452197 L3@nv6lB Dj)Y',obc_get_sensors,'',test,'WS5tymgIt',-6,6.453145265579224
gssb_select,'-269053874',set_state,'7301677433086744603 942200562722331458 857253043',fp_set_cmd_dt,'267278320 -1207160535 1145542988 aH7`6Bt M)=2',obc_pwm_pwr,'1161806068',gssb_get_uuid,'',-6,6.395469665527344
fp_set_cmd_unix,'-1905671764 -2147410542 -2011523576 6pDPQ6)^a )',drp_set_var,'1072841361 -430648901',fp_set_cmd_dt,"'674722567 208364587 -462993624 Ie'HT""w <qZ'R.,>'",test,';3O+5`J2z',com_set_config,' ',-6,6.503296136856079
gssb_commit_addr,'',tm_send_status,'1121104851',com_get_node,'',fp_set_cmd_dt,'770685572 1045176994 887877122 <Cb( /_O).Xs$g',tm_send_status,'-665566084',-6,6.6893746852874765
fp_set_cmd,'191038627 -1712663327 2087656096 1273713518 -1526436805 2111383519 899340932 -262529414 @l<vV m\mq)(cU}',drp_test_system_vars,'',gssb_arm_manual,'-866229910',rw_set_speed,'-1309387008 961512948',gssb_select,'1454516492',-11,6.311262607574463
gssb_get_uuid,'',com_update_status,'',tm_send_last,'15894881502479350752 15160549894277986956',test,'p|/:',fp_set_cmd,'-1717470779 -700692636 1250053145 1938566987 1321934646 1547356933 -359532795 -1510251584 0 !',-11,6.5120601654052725
gssb_msp_cal_temp,'-2096246397 -2068288337',obc_set_pwm_duty,'1720161376 -1150534995',gssb_select,'-685531606',rw_set_speed,'62261035 -1769666892',fp_set_cmd_unix,'894579582 -2017147471 -2015062698 fd[ CzVXdZjp',-6,6.476051330566406
fp_set_cmd_dt,'1975092956 -242804809 -1076136561  ',fp_set_cmd,"'-1185292206 1236606159 373114311 653923305 -1243151580 2005768531 -213020213 1934693425 $<d;""mgU+ <fx+ta'",fp_show,'',gssb_get_sun,'',set_state,'12864978583049098618 7693655092690158060 594881800',-11,6.400786638259888
fp_set_cmd_dt,'461994943 -638137331 -1242115380 y#j)r' lH$*Wm',gssb_burn,'',obc_pwm_pwr,'-519918941',gssb_select,'-1063439053',tm_send_status,'395596047',-6,6.301229238510133
drp_clear_gnd_wdt,'',gssb_fss_commit_config,'',tm_set_ack,'16087767226967439467 10418653206759501502',fp_del_cmd_unix,'1329055319',fp_set_cmd_unix,'1487987436 -1252155114 1406336011 Qnu.3XBR\ #r(;',-6,6.476629972457887
drp_get_vars,'',tm_send_from,'5132144157002650605 5816222443988341345 2965061329396339226',gssb_get_sun,'',fp_del_cmd,'999220162 -641614019 1178605579 2005132663 377874195 -1737513505',com_set_node,'526590097',-11,6.4392006397247314
gssb_get_temp,'',drp_test_system_vars,'',tm_send_status,'-1460144757',com_get_config,'{p+g',gssb_get_status,'',-6,10.011864185333252
rw_get_current,'',fp_set_cmd_unix,"'-805481397 -852523960 -1479898830 #BcSu+""O[R ?M<'",drp_set_deployed,'-850641618',com_send_cmd,'1963289234 W-]E.',gssb_fss_get_sun,'',-6,6.682553052902223
eps_set_heater,'1072283712 1297629677',obc_set_tle,'664015664 HJI5B^$R`L',drp_add_hrs_alive,'463883597',drp_set_deployed,'937446617',fp_del_cmd_unix,'-953189568',-6,6.539135694503784
rw_get_current,'',obc_reset_wdt,'',tm_send_last,'9361672258947093760 11748985936046066504',obc_update_tle,'',tm_send_status,'1546205554',-6,6.488183736801148
fp_del_cmd_unix,'-1519640712',rw_get_current,'',gssb_get_uuid,'',tm_send_last,'9756570923754851827 9612272771013710344',obc_prop_tle,'-4520632609981308439',-6,6.240651369094849
drp_clear_gnd_wdt,'',obc_ident,'',fp_del_cmd,'1751299830 558956769 -487219571 -1028511757 -764434160 -1572084121',com_get_node,'',com_get_node,'',-6,6.467549800872803
eps_get_config,'',gssb_fss_get_temp,'',fp_set_cmd_unix,'-2137055561 -237173461 -1049528326 GN~&9? ',obc_set_pwm_duty,'-1339814885 856905156',gssb_set_addr,'-326622528',-6,6.491983890533447
gssb_get_temp_int,'',fp_set_cmd,'1709831405 -1667992092 -753841519 1101564913 1326499152 -904507449 -798768717 -202490528 Z%eczhb>_ s14{=y?!',gssb_get_burn_config,'',com_set_node,'839763026',com_set_node,'-1923875714',-6,6.265248537063599
eps_get_hk,'',eps_set_heater,'714641351 -864453399',gssb_fss_get_sun,'',fp_del_cmd,'2074922125 -1179428117 -758517537 1360571809 -2049625502 -1679598092',com_update_status,'',-6,6.4287171363830575
com_get_node,'',obc_get_sensors,'',fp_set_cmd,"'-860571444 191131139 737526899 -1276258831 -85200104 -1604576033 308907694 -546671367 M:,~PA 5W(}(f:6?u'",drp_set_deployed,'1816172821',gssb_get_temp_int,'',-11,6.37017035484314
gssb_pwr,'708986007 1379867145',drp_set_deployed,'1284702727',gssb_scan,'-781314145 61729543',obc_update_tle,'',fp_set_cmd_unix,"'1236713600 394980820 685064626 y#41/lh{u[ |cJ""Ud|`<?'",-11,6.693700313568115
drp_set_deployed,'940972634',com_send_cmd,'565113905 Z',drp_set_deployed,'1459829397',tm_send_status,'2084613122',obc_update_tle,'',-6,7.5996649265289316
fp_set_cmd_unix,'-597093370 -1344479974 1460118745 7 3!]k',obc_set_pwm_freq,'2124733156 -173456345744905860366307641912151874397',drp_test_system_vars,'',fp_set_cmd,'-1674292759 -1724271538 -69028980 1740832093 -1425813771 1687386883 -1070939246 -91568369 gUHB\ ',obc_get_tle,'',-6,6.279209852218628
gssb_fss_get_sun,'',fp_del_cmd,'-1335926384 1315030082 -1862036919 430951251 1764052457 -1567561600',gssb_arm_auto,'1411950661',gssb_get_temp_int,'',tm_send_from,'6467249048768002231 61836993926134375 3281391016765957012',-6,6.319196939468384
drp_test_system_vars,'',drp_ebf,'713148087',obc_set_pwm_freq,'-608476151 118021595866495417313762461335217216097',com_send_tc,"'-878049441 "".($1I'",com_get_config,'xoH;',-6,11.02873468399048
gssb_msp_cal_temp,'-958333546 -1342280923',gssb_antenna_release,'-2093747827 823176796 -1315095551 -1207941638',fp_del_cmd_unix,'-595260902',obc_pwm_pwr,'1434235360',com_set_node,'-217931994',-6,6.321823596954347
com_reset_wdt,'1200612321',test,'',gssb_get_status,'',com_send_tc,"'-264222240 ,bgwul<){a'",help,'',-6,7.432760715484619
gssb_pwr,'606347977 -232898270',eps_update_status,'',gssb_msp_cal_temp,'-951060389 1564262883',fp_del_cmd_unix,'927629743',com_set_node,'416951433',-6,6.39838719367981
rw_get_speed,'',tm_send_last,'6098168370500985761 1314987689361486825',fp_reset,'',obc_update_status,'',com_send_tc,'-1872251366 |Ej@fxm(T',-6,7.50378942489624
fp_set_cmd,'-1471595399 803188849 1157199776 1516376633 -782533641 1145453758 962778525 -336934876 JSd wLVqPg'',obc_debug,'-256409497',obc_pwm_pwr,'-1821106285',drp_ebf,'1948948847',obc_prop_tle,'2359941751071282565',-11,6.215898036956787
tm_get_last,'18291662148632907449',obc_pwm_pwr,'886106731',com_send_tc,'-2048380072 Q\ZSA0',com_get_config,'&`?j1m$0',gssb_set_addr,'2114928575',-6,7.346312761306763
gssb_burn,'',gssb_update_status,'',fp_set_cmd_dt,'224235918 1810216634 226462987 <Mo*Xs mcAL~`O}w',gssb_commit_addr,'',drp_get_vars,'',-6,6.3235182762146
fp_del_cmd,'-1989119188 -570567270 -291116943 1221765323 103753371 1121155470',com_send_rpt,'538238690 Bb^uo~_Mv!',gssb_arm_auto,'1387937923',obc_set_pwm_freq,'-1553435129 91996833683327442416988429445456690045',eps_hard_reset,'',-6,6.301373481750487
obc_prop_tle,'7136993994306262678',com_set_node,'1824646648',fp_del_cmd,'1988072983 -1588622660 632840376 925985405 -993412196 1722618652',com_get_config,'Vv|$7yN<!c',fp_test_params,'-796145592 0 1668616160',-11,6.408085584640503
com_send_tc,'-595528671 cLQ\]oAb:p',eps_get_hk,'',gssb_update_status,'',com_get_config,'I',obc_get_time,'1986323836',-6,7.394251823425293
com_send_data,'',drp_ebf,'-1706508565',fp_del_cmd,'1747470881 324429050 2093100248 1700841109 -1902947576 1359235121',com_get_node,'',fp_set_cmd_unix,'-1346750023 -182813130 2045219865 =qRMP>7P biKZP',-11,6.346514463424683
gssb_burn,'',com_update_status,'',obc_pwm_pwr,'602168951',com_send_tc,'937120113 )tn',gssb_select,'1791119093',-6,7.433117389678955
com_send_tc,'-1130224833 2oHd',gssb_get_sun,'',gssb_fss_commit_config,'',drp_set_deployed,'-1625355291',gssb_commit_addr,'',-6,7.241384029388428
obc_ident,'',rw_set_speed,'2116043008 -1874190966',fp_del_cmd,'684590072 2136561396 341286095 2121320678 -1734779506 794901969',fp_del_cmd_unix,'2114035457',gssb_fss_set_config,'23772425',-11,6.358629941940308
gssb_msp_cal_temp,'-1250571948 -253857942',fp_del_cmd,'-1035657283 1882736343 -2016148775 -1925996879 160587357 -1756368801',gssb_msp_get_temp,'',com_send_data,'%',gssb_set_addr,'-486151241',-6,6.30788254737854
drp_ebf,'16423001',com_get_config,'{8(mckbs',obc_update_status,'',obc_set_tle,'-1402053583 `hW`|',fp_del_cmd,'-95945382 -1302104311 -1936363716 -1255367486 1500841015 727823587',-6,6.52829909324646
eps_update_status,'',fp_set_cmd_unix,'120610887 -19837834 568943645 d#L jo[mI',obc_set_tle,'-747744469 6)<;kO.',gssb_fss_set_config,'1725659441',fp_del_cmd_unix,'1096698560',-6,6.3110787868499765
tm_get_last,'11042823746451477492',com_send_tc,'-16434959 {0y-Q',gssb_antenna_release,'1262003680 -35417299 -2057575802 -2102528814',obc_set_pwm_duty,'-1654765057 -1849359597',com_send_rpt,'801198556 OP?zE',-6,7.228471755981445
fp_set_cmd,"'2102285881 925297174 515172675 996177379 -1810118629 305011133 8157310 1198785199 p%/$n>I {.""zcU'",fp_set_cmd_unix,'1223270056 1175019819 1647650337 Z8r@P<: jlD[zh}',tm_get_last,'9211056113432347643',eps_get_hk,'',com_ping,'1864297677',-11,6.32314920425415
obc_reset_wdt,'',com_set_node,'-1749287040',com_debug,'',com_send_tc,'-960585053 ^c}f',obc_update_status,'',-6,7.383499622344972
com_send_data,'|zBKLB:<',fp_del_cmd,'-2028915210 -675961656 -122247234 1106735445 -98972178 1991263734',com_get_config,'eclf7B',gssb_set_addr,'2070046234',fp_reset,'',-6,7.3351898193359375
obc_set_pwm_freq,'1365868082 299984658206386434013688059133332371845',tm_parse_status,'',set_state,'17208923221580270473 5520032593859065399 1707029262',com_send_tc,'1242123321 yj',eps_get_config,'',-6,7.401874780654907
fp_test_params,'-369519210 e 1130682395',gssb_set_burn_config,'1934777044 -912969303 1418732290 -672046765 1953462122 722849013 883061591',gssb_fss_get_temp,'',fp_set_cmd_dt,'-336982895 -1712214529 1753967655 9O^@R[' :~9jbi',fp_set_cmd,'-138482500 -108665479 272294561 766212459 1620391831 -485311208 109290954 -690703290 **)VO udc![?',-6,6.440204858779907
rw_get_current,'',fp_set_cmd,'-859092530 1030150891 1915264671 52382719 1723583503 1696996688 957075300 1425779693 ]oo2* ',drp_set_deployed,'127766790',gssb_unlock_config,'-980309272',com_send_rpt,'919974272 @G2W~L',-11,6.260031700134277
fp_set_cmd_dt,'2108945700 1110602778 -1773252574 G 3<',gssb_get_version,'',com_ping,'-455303821',rw_get_speed,'',com_send_data,'JYf3{$b\',-6,6.50687313079834
obc_set_pwm_duty,'1848714974 974253050',obc_set_pwm_duty,'-311905753 1633235638',tm_send_status,'1642055078',gssb_get_burn_config,'',eps_get_hk,'',-6,6.3865506649017325
gssb_get_uuid,'',tm_send_status,'-1242663278',obc_pwm_pwr,'288818650',rw_get_speed,'',eps_set_heater,'-114114511 507190243',-6,6.494907140731812
obc_pwm_pwr,'457048547',help,'',com_send_rpt,'-1809261771 yk_.RtM',tm_send_status,'-270247240',gssb_msp_get_temp,'',-6,6.583395957946777
com_send_data,'TP6@(m',gssb_get_model,'',obc_ident,'',fp_del_cmd_unix,'1533436493',gssb_fss_get_temp,'',-6,7.318946599960327
eps_hard_reset,'',gssb_msp_get_temp,'',drp_test_system_vars,'',gssb_arm_auto,'-564143955',fp_set_cmd_dt,'2121425442 -1234720670 903964294 6/4`4fe ;!C`g&K/\',-6,9.91874361038208
gssb_scan,'1922265174 316873473',com_send_tc,'-426700515 udd<',drp_clear_gnd_wdt,'',gssb_commit_addr,'',help,'',-6,7.291156530380249
gssb_msp_cal_temp,'-150681129 -1943642507',gssb_fss_get_sun,'',gssb_scan,'1005257386 1498316764',gssb_set_burn_config,'-1296758330 877030571 1672185717 601253868 -1427227224 297196229 1710944091',fp_set_cmd_unix,'-1925321356 450146630 1351936301 pUw&/2 pj5.D;aE&o',-6,6.459366798400879
obc_prop_tle,'7424260834890830740',gssb_arm_auto,'1081578043',fp_set_cmd_unix,'764738943 -589506390 55832037 PaX8%<p |PdH',drp_add_hrs_alive,'280422658',fp_set_cmd_unix,"'151813478 -844720192 -2030914379 Co,z '",-11,6.556620836257935
