Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
drp_set_deployed,'920389275',tm_send_status,'-1826643610',tm_send_all,'17622942680690361051 8029530167271348133',fp_del_cmd,'-2103162031 1058092139 -2084384275 794400514 1778378752 -209686724',gssb_fss_get_sun,'',com_get_config,'u5/69',gssb_fss_commit_config,'',drp_set_var,'1606917951 631957965',fp_show,'',gssb_unlock_config,'1147453993',fp_test_params,"'-263827149 e}cD>|6p"" -2028052981'",gssb_get_status,'',obc_set_pwm_duty,'2076798111 -453025493',gssb_select,'1180675237',gssb_commit_addr,'',tm_parse_status,'',fp_set_cmd_dt,'-262484065 -1188341776 -255541906 *M Z',gssb_get_status,'',gssb_unlock_config,'1066542828',obc_set_tle,'-1025077330 2pzxt\J',com_get_config,'baggz&3zAe',tm_send_last,'15847444710373075849 1934436625161946390',com_get_node,'',rw_get_speed,'',gssb_scan,'-959846456 -237179338',rw_set_speed,'-2116638310 -849075420',gssb_commit_addr,'',fp_set_cmd_dt,"'-1183854712 1235904221 -1109053440 $X,/BG \*l.#YM`B'",gssb_get_burn_config,'',com_send_tc,'-635102849 QX',test,'$B',obc_get_mem,'',gssb_get_model,'',eps_get_config,'',fp_set_cmd,'1396539989 1464918384 -1689981271 1664916216 1622589170 -1598299366 1309838013 1853529606 yf[3x WM6.2f]',gssb_scan,'1602390811 -507136601',obc_update_tle,'',tm_set_ack,'6566351483534452092 7683354110729817437',drp_ebf,'-2138846164',com_set_node,'-532561796',gssb_commit_addr,'',com_debug,'',gssb_scan,'-1099180663 -1334825107',obc_ident,'',tm_get_last,'12967686012183193720',gssb_get_version,'',gssb_scan,'-734853513 -1292200697',com_reset_wdt,'-103253041',obc_get_mem,'',gssb_get_uuid,'',-6,6.614270925521851,444020.0,10828.0
com_send_data,';?i\:ge',gssb_fss_commit_config,'',gssb_get_model,'',gssb_antenna_release,'2144105345 1315753 780362200 723433631',eps_hard_reset,'',gssb_get_uuid,'',gssb_fss_commit_config,'',obc_update_status,'',set_state,'7696517001329319650 776618073600057520 948169465',com_debug,'',help,'',drp_clear_gnd_wdt,'',drp_test_system_vars,'',obc_set_pwm_duty,'472707283 824480406',drp_ebf,'-1922115422',com_get_node,'',gssb_scan,'1414360133 -968239612',tm_send_from,'5692965864173511493 5619911669103536917 12299021526391247796',obc_update_tle,'',obc_ident,'',drp_test_system_vars,'',gssb_set_addr,'266180414',com_get_config,'MRp_E$',obc_set_pwm_duty,'675685137 1412860971',obc_prop_tle,'-6163957694169810125',gssb_set_burn_config,'-1001994153 -270711988 1602599908 1154236783 595211319 1624687640 122307400',obc_get_mem,'',com_debug,'',com_send_data,"'~Y{34J#""ig'",drp_clear_gnd_wdt,'',obc_set_pwm_freq,'1496821289 141530740206026529386570402255134523558',com_get_config,':8#ZcXqN4j',com_ping,'1632581448',obc_ident,'',gssb_reset,'',com_send_rpt,'219098503 hN3d5XB',gssb_unlock_config,'1245597421',obc_get_mem,'',com_send_tc,'-888850946 Gk~[<',gssb_get_sun,'',obc_set_pwm_duty,'-340094700 -661647274',gssb_unlock_config,'1002070320',set_state,'6730935137503864437 7390608010562604659 -1605682655',gssb_set_addr,'-1049862220',eps_get_config,'',eps_get_hk,'',gssb_get_model,'',com_get_config,'Fz`(',obc_set_pwm_duty,'-52805849 1738258161',gssb_set_addr,'1302171570',-6,20.22568440437317,444020.0,10756.0
gssb_unlock_config,'1824891008',fp_set_cmd_unix,'2031526964 -729434199 -1559416256 re`BX@ZR&\ NpH]',obc_update_tle,'',fp_set_cmd,'-1033101394 136150547 402500824 1286107952 618944838 587601300 -826160408 1509179405 P 8oi<',gssb_pwr,'1327095336 558707651',gssb_scan,'971210119 1874395505',com_get_config,'m@}nL3>h',test,'M[K5C^#',rw_get_speed,'',drp_set_deployed,'157257161',gssb_fss_commit_config,'',tm_send_last,'3173866452127940805 1542728968902016174',gssb_commit_addr,'',set_state,'3111870138565206163 5731414471863016634 -1713414460',tm_send_status,'1814586119',gssb_get_model,'',gssb_scan,'-1400652710 1428185303',set_state,'3467314846493940306 18175504313923724159 -494081760',com_debug,'',gssb_get_status,'',drp_ebf,'-1843446833',obc_ident,'',com_send_cmd,'-21373373 y',tm_send_status,'1905734956',gssb_set_addr,'1238728035',set_state,'9682369340408664447 8423634051242018344 -2080948345',com_send_tc,'-1751513453 S?]qgp4*U',drp_set_var,'-211999190 -519751995',gssb_set_addr,'-796965221',obc_get_mem,'',obc_set_pwm_duty,'306882071 -64811821',obc_ident,'',fp_del_cmd_unix,'900467078',tm_send_last,'8881463235157590388 5297439358659062594',drp_ebf,'-927305694',gssb_reset,'',obc_ident,'',gssb_arm_manual,'-1849168776',obc_prop_tle,'4516883435825664302',gssb_unlock_config,'880037260',com_reset_wdt,'-1736208682',obc_pwm_pwr,'443020111',tm_send_last,'9579647505402583930 2710526967145668511',fp_reset,'',fp_del_cmd_unix,'-1778059153',init_dummy_sensor,'',gssb_unlock_config,'-628136543',set_state,'4548437835638309026 17421153058158100861 458189378',obc_set_pwm_duty,'759930238 -1819892569',obc_update_tle,'',-6,6.458535432815552,444020.0,10620.0
gssb_antenna_release,'2140729643 -1160659863 1139088150 -1524870397',obc_reset_wdt,'',tm_send_all,'14454069818961897860 15353219963346084568',eps_get_config,'',com_send_data,'`l.;X',com_get_node,'',obc_update_status,'',gssb_antenna_release,'-1090914635 -908506049 -1778881221 1347184829',tm_send_from,'4296314249802577966 18187387048748875453 1147774829491596293',eps_hard_reset,'',tm_send_last,'11255424220635190256 9945344420073809733',obc_prop_tle,'1396767240763084621',help,'',fp_set_cmd_unix,'-1447767954 -118916952 747016698 Z%i%3-K2 Gq@{[',obc_debug,'1025413294',drp_set_deployed,'-142876514',gssb_get_status,'',gssb_fss_set_config,'550078709',gssb_arm_auto,'200026605',gssb_unlock_config,'-625997764',drp_clear_gnd_wdt,'',com_set_config,'6?Xv K',gssb_fss_set_config,'-1433453755',com_update_status,'',eps_get_hk,'',drp_set_deployed,'1175309930',eps_get_hk,'',tm_set_ack,'2973703553633789333 2614364331078620032',gssb_burn,'',gssb_update_status,'',obc_update_status,'',obc_set_pwm_freq,'1752109019 -99770945837692342770221565424846127231',com_update_status,'',gssb_pwr,'-1485233700 -1910166403',gssb_select,'1735947546',gssb_get_burn_config,'',fp_reset,'',drp_get_vars,'',obc_pwm_pwr,'-247569124',gssb_set_burn_config,'2052589271 964658036 503894491 -260928096 -1436266005 1785806930 -827841119',gssb_get_burn_config,'',fp_del_cmd_unix,'1447023293',obc_get_mem,'',drp_set_var,'-1640862200 1566445102',gssb_fss_get_temp,'',gssb_antenna_release,'1947267678 1828216185 973369295 1497713083',gssb_msp_get_temp,'',eps_set_heater,'1379523512 1788789571',obc_update_tle,'',obc_update_tle,'',-6,9.182969570159912,444020.0,10680.0
gssb_msp_get_temp,'',fp_set_cmd_unix,'54268551 -1794408628 -1667783384 PZl a'./~8'p;[',help,'',gssb_get_status,'',fp_show,'',com_update_status,'',obc_ident,'',com_send_cmd,'-1045742501 ]4IE',com_set_config,':Z >',drp_set_var,'-1677697259 -770687006',com_send_rpt,'1072159905 u/Q',drp_ebf,'1998997',com_update_status,'',eps_get_hk,'',gssb_reset,'',com_get_node,'',drp_clear_gnd_wdt,'',com_send_rpt,'2012910119 p',gssb_fss_commit_config,'',tm_set_ack,'14443314297936878659 2284446953095026736',drp_get_vars,'',obc_set_pwm_freq,'-475352637 218968198221434781948470170118212848773',obc_get_tle,'',obc_reset_wdt,'',fp_reset,'',obc_prop_tle,'1899046978714326252',com_get_node,'',fp_del_cmd,'420889757 -2098175653 758449813 -1967476177 449298604 -1223593331',obc_update_status,'',obc_get_tle,'',com_set_node,'1610542907',com_send_tc,"'1399474152 i:""+`2_&Q%'",gssb_fss_set_config,'1259048458',obc_get_tle,'',com_update_status,'',gssb_fss_get_sun,'',gssb_update_status,'',obc_pwm_pwr,'1865090188',fp_show,'',fp_del_cmd_unix,'1368551526',gssb_get_version,'',fp_test_params,'-650126890 hZEvI -586590166',gssb_set_burn_config,'1611418256 2071774082 1020699012 -2004794879 263705319 -112320826 1746481763',fp_set_cmd,'739580430 411604917 946133570 410045788 -654397969 1458315635 -736251859 -733792423 {b?uV b&S[',fp_show,'',tm_parse_status,'',fp_test_params,'-2114652190 \ -650942645',test,'Oy1%'}qe+',gssb_pwr,'86885567 1850687894',gssb_get_model,'',-6,6.394622087478638,444020.0,10844.0
init_dummy_sensor,'',gssb_scan,'-1455755352 573862138',init_dummy_sensor,'',set_state,'2556295727721385107 4549338687429083437 -1848218470',obc_ident,'',gssb_scan,'-1220395186 -2013188890',gssb_arm_auto,'399035133',drp_add_hrs_alive,'-1713900391',gssb_select,'604398737',com_send_rpt,'-454085015 RFu%'',help,'',drp_ebf,'1168408614',gssb_get_uuid,'',gssb_get_temp_int,'',fp_reset,'',obc_reset_wdt,'',eps_get_config,'',gssb_burn,'',obc_update_tle,'',com_send_tc,'878916631 ko',com_send_tc,'-693442444 ^g53<eZ',com_get_config,'!*KIV',drp_set_deployed,'723966141',com_set_node,'511667944',drp_get_vars,'',fp_show,'',fp_del_cmd_unix,'1884932226',drp_set_var,'1613502516 -115226526',tm_get_last,'8349595635683950239',gssb_msp_cal_temp,'-1219449517 -914749962',tm_parse_status,'',fp_set_cmd,'-2074950339 -776225172 964245826 1732966108 491138181 1087007471 -2004166262 -1901130478 1ni6m8_3I _1=7AY;%=4',gssb_get_status,'',gssb_antenna_release,'-169909145 -600228988 -181910237 467212140',gssb_msp_cal_temp,'-1091833173 315344166',eps_hard_reset,'',obc_update_tle,'',gssb_fss_get_sun,'',drp_clear_gnd_wdt,'',com_set_config,'p@PJ^: ',gssb_get_temp_int,'',drp_set_deployed,'-653734577',rw_get_speed,'',obc_get_time,'881486741',gssb_scan,'1566761952 -443523632',fp_del_cmd_unix,'-2072905110',gssb_msp_cal_temp,'-1528602134 -382750629',gssb_set_addr,'-9915054',gssb_fss_get_sun,'',gssb_fss_get_temp,'',-6,8.763091325759888,444020.0,10628.0
fp_set_cmd_dt,"'-947928963 -2047987718 460007196 jtoM# 8@""_KcsC6'",gssb_arm_manual,'367249618',fp_set_cmd,'-1692799428 969187075 -1801781073 1082661797 -733910159 1557885020 1320410728 1808842726 OQfbB-Z&*6 de/2a',fp_test_params,'-1847758494 m*s`?p{i~| -1344253988',rw_get_speed,'',gssb_arm_manual,'281777398',obc_get_tle,'',gssb_arm_manual,'253850370',eps_get_hk,'',drp_test_system_vars,'',fp_set_cmd_unix,'-1743851265 1002381366 -691182947 XA;I( A0',tm_send_status,'-1039025388',gssb_set_burn_config,'-1691430157 -1907436791 -2102272727 -1651681426 -946278596 -89310016 1671613537',fp_set_cmd,'1255202954 -586416647 1242561949 414982626 -1830817754 596587487 -85110415 -160430076 =\Y^xr nz8vpzDT+O',drp_clear_gnd_wdt,'',obc_get_tle,'',com_send_rpt,'-119617147 .q}$_i!E',gssb_arm_manual,'1808780384',fp_del_cmd_unix,'-2123793217',rw_get_speed,'',test,'}~)7gI',com_send_tc,'-1317183803 p&'',obc_ident,'',gssb_update_status,'',eps_hard_reset,'',gssb_pwr,'1449045738 -867216117',gssb_unlock_config,'1176289296',fp_del_cmd,'1084036630 1877293443 -1365426241 234990571 563344797 198426503',fp_set_cmd_unix,'527135090 495660602 -1386001191 OhMG^* ZQ0l1g4CHb',com_set_config,'97R:=0 -i[wR',gssb_arm_auto,'2057316850',obc_set_pwm_duty,'-1719145846 -264576672',tm_send_status,'-1181829869',drp_ebf,'-609567501',obc_pwm_pwr,'1121681773',obc_prop_tle,'8430335610710529484',com_set_node,'2078836721',obc_set_pwm_freq,'-1917494347 227455418427831010851811270798105942256',eps_get_config,'',obc_get_mem,'',fp_set_cmd_unix,'563281467 725268407 -1684644824 zHW #m_:mM1',com_send_rpt,'-1121053554 ',com_debug,'',obc_set_tle,'2100455235 C!0=ZyT.1',gssb_get_burn_config,'',com_get_config,'7i',obc_debug,'545373881',rw_get_current,'',com_send_data,'h5{tS',fp_del_cmd,'-2020606089 342907982 784921170 1551581195 1177515377 1537868806',-6,6.259672164916992,444020.0,10672.0
obc_debug,'1168484932',com_send_tc,'1916128788 :Tq+<s6R',eps_update_status,'',tm_parse_status,'',gssb_fss_commit_config,'',gssb_antenna_release,'-1300885171 -1427225328 121804363 -1600457250',gssb_arm_manual,'-317964922',rw_set_speed,'-2047104743 2052276432',gssb_get_burn_config,'',com_send_cmd,'2050201959 ',set_state,'7656723483712381875 13083148393131325662 690016657',tm_send_all,'902757774213843159 16899556500217562409',fp_set_cmd_dt,'1564619486 -1129694562 -587264349 s\cf{s@U4h ',gssb_get_status,'',fp_del_cmd,'124887731 755107527 -1516600399 748125087 1191852771 -2146132907',com_set_node,'-869192156',drp_clear_gnd_wdt,'',drp_get_vars,'',fp_show,'',gssb_get_burn_config,'',fp_test_params,'1736437417 .tlDn 2098042980',tm_send_status,'31673708',gssb_get_version,'',eps_hard_reset,'',tm_send_from,'16597769990028385104 2005087257149470162 18255642867973398182',gssb_pwr,'-1786264250 1926268363',com_ping,'573856695',obc_update_status,'',tm_set_ack,'8645056177873871843 3991294784181072123',fp_reset,'',com_update_status,'',eps_hard_reset,'',tm_parse_status,'',gssb_get_burn_config,'',obc_get_mem,'',gssb_get_temp,'',obc_get_tle,'',gssb_get_temp_int,'',gssb_get_model,'',tm_send_status,'439496528',obc_update_tle,'',tm_parse_status,'',fp_del_cmd_unix,'90114685',test,'.aH<H',gssb_fss_set_config,'1327769376',fp_set_cmd_unix,'1679821953 1935075186 -1859036233 JLGvy >',gssb_burn,'',gssb_get_sun,'',gssb_fss_set_config,'-306026805',tm_send_status,'-496859888',-6,7.348813533782959,444020.0,10852.0
gssb_reset,'',fp_test_params,"'-390228684 >fOn,P""l 1469627813'",com_get_config,"'1=,'",gssb_set_addr,'1108382511',com_get_config,'V',tm_send_status,'724597792',gssb_scan,'-345145865 708509309',gssb_set_addr,'220736680',rw_set_speed,'1116341524 -1695102863',com_send_cmd,'-451573411 &w7Kqp',com_update_status,'',drp_ebf,'-1666091683',eps_set_heater,'-198465515 -11634384',obc_get_tle,'',eps_get_config,'',gssb_get_temp_int,'',eps_get_hk,'',obc_ident,'',obc_ident,'',gssb_fss_commit_config,'',eps_get_config,'',obc_get_time,'-1073172816',com_ping,'1387133416',rw_set_speed,'-1266915105 701419831',obc_set_pwm_freq,'-717185653 302282329594738393109493829495109589490',gssb_fss_set_config,'-906054759',gssb_get_version,'',rw_get_current,'',fp_set_cmd_unix,'-310013485 -1182881689 1771534089 hZ'GwC _y@gwSCoj',tm_set_ack,'7373326158601676643 3161066061833045654',obc_debug,'-2022048923',com_debug,'',set_state,'5966096889977823624 8227785308118706455 993880440',rw_get_speed,'',drp_add_hrs_alive,'-550620809',eps_hard_reset,'',obc_get_mem,'',fp_del_cmd_unix,'1686482844',fp_test_params,'1006806634 M^A -188044211',eps_set_heater,'626477104 -835229727',gssb_fss_get_temp,'',gssb_get_version,'',init_dummy_sensor,'',obc_set_tle,'-1355482246 (VXi1w3',com_ping,'-471008468',obc_get_tle,'',drp_test_system_vars,'',gssb_update_status,'',com_send_data,'*_^K)',com_get_config,'C)Tl6e',-6,6.71205472946167,444020.0,10544.0
obc_update_status,'',obc_prop_tle,'3607127522091868094',obc_get_tle,'',tm_send_from,'16059098319007886427 1031191650395791975 13241205122326549923',tm_send_last,'13313718865565306620 3552219641201965102',drp_test_system_vars,'',com_get_config,'',drp_set_deployed,'2125999649',fp_set_cmd,'-634413672 -1301547106 -2128155800 1359301513 248292329 1731067865 766236993 -1816706758 =`yjDL T_EqJT',obc_prop_tle,'4183761869328434880',obc_reset_wdt,'',fp_del_cmd,'-638198307 -2102962222 110628707 -355185711 151597847 -987465772',gssb_get_version,'',eps_hard_reset,'',gssb_arm_auto,'-368546536',gssb_set_addr,'-509580943',rw_get_current,'',eps_update_status,'',obc_ident,'',obc_get_tle,'',gssb_arm_manual,'-208661714',tm_send_all,'1237691307712071039 14456411399058703608',tm_parse_status,'',obc_get_sensors,'',gssb_unlock_config,'2045999184',obc_update_status,'',eps_update_status,'',com_send_cmd,'-469126624 gaL)',obc_get_tle,'',com_debug,'',tm_send_all,'1351175643149147980 8127041890328335370',rw_get_current,'',rw_set_speed,'-269785396 1429613866',gssb_reset,'',obc_debug,'-362471531',gssb_arm_auto,'1089607318',gssb_get_uuid,'',obc_get_sensors,'',fp_set_cmd_unix,'-642182923 622165598 485682235 w:9]<D **k@Gc-Z[{',obc_get_tle,'',tm_send_from,'5499127538274747292 8486547971076028298 275728209161739955',drp_set_var,'663437651 1572180608',gssb_fss_get_temp,'',com_set_node,'1178107857',com_set_node,'-1738898053',tm_send_last,'18064023655207616100 8235448076686642936',fp_show,'',rw_get_current,'',com_update_status,'',help,'',-11,10.616868495941162,444020.0,10752.0
com_set_node,'1801262870',obc_get_sensors,'',obc_get_mem,'',drp_set_var,'1726776190 770540592',fp_reset,'',com_send_tc,'-827717637 -RUK',fp_reset,'',gssb_set_burn_config,'788310439 145408031 507574519 -326094791 1655179090 68687301 -888437999',rw_get_speed,'',gssb_fss_get_temp,'',com_set_config,'gcd ry~i2Al7r',com_send_tc,'-469061012 ;KV(a/',gssb_burn,'',drp_ebf,'-262625064',com_get_node,'',com_set_node,'-1710213733',obc_debug,'-1478165927',test,"'I^w-""u$/+'",fp_set_cmd,'-781875116 -532172196 -278374263 -1633495005 -926072615 -615306349 392199492 -1952227652 4 0U\',tm_send_last,'11196470176237932311 6743627178069690193',gssb_antenna_release,'-1506087338 -701186990 1120550451 -1673436623',set_state,'7354992458871574048 17640987249973980389 1282862729',set_state,'17235185414776503740 6466111739592177583 -290045170',gssb_burn,'',com_set_config,'P8)c1R/ N'^Amu',gssb_update_status,'',gssb_get_status,'',gssb_get_temp,'',com_send_tc,'2078617913 ',obc_ident,'',gssb_fss_get_temp,'',gssb_reset,'',obc_get_time,'-1129394825',drp_add_hrs_alive,'-740138359',fp_show,'',obc_reset_wdt,'',eps_update_status,'',tm_parse_status,'',gssb_update_status,'',tm_set_ack,'12528830602062731986 13833570570590724053',fp_set_cmd_unix,"'1095693287 -618309100 1196814128 ^<2I%%t$E"" KK{iHBDvH:'",obc_set_pwm_freq,'-1562389929 324924380239302879205713456793391700542',com_set_node,'-193762600',tm_send_all,'8896119517685010465 4087690957908619443',rw_get_speed,'',fp_test_params,'-641434783 &#dL_hvr 413613985',obc_ident,'',tm_send_status,'-465560325',obc_get_tle,'',fp_reset,'',-6,7.641040086746216,444020.0,10868.0
gssb_msp_cal_temp,'1244278218 -1566155100',gssb_msp_get_temp,'',fp_set_cmd_unix,'126896418 -1509078330 273929721  VYH~B*pA',rw_get_speed,'',obc_update_tle,'',tm_send_all,'1694336348544011965 3664901886213084342',obc_get_time,'-1347672926',eps_set_heater,'-91981508 927477841',obc_get_mem,'',tm_get_last,'2790931803654851446',test,')}pggL}',rw_get_current,'',obc_set_tle,'1017763533 ~DLJ*',obc_set_pwm_duty,'-1744305191 -85706720',gssb_antenna_release,'-149714146 1533559046 -1836067457 -1126274636',obc_set_tle,'1319744570 ;4',eps_set_heater,'-1850552940 297317730',com_get_config,'[6.'f',tm_parse_status,'',gssb_set_addr,'1391452831',gssb_scan,'542397784 1665640931',com_get_config,'Ri3z<;z5p*',obc_get_sensors,'',test,"'`5,cq.>h'",com_set_config,'].mxRO 8',obc_set_pwm_freq,'471454882 14280604568254448164498658883981057087',gssb_scan,'887891333 -1613590009',drp_ebf,'1158516335',com_send_data,'L/7;6[y',gssb_set_burn_config,'-2102448909 2091101570 -1408362509 -275244379 1059546960 735924282 2094817237',tm_send_from,'1912603895858491414 11434692674700278881 5159724287527477840',gssb_get_sun,'',fp_set_cmd_dt,'531442955 -1674085642 -1480215923 oKQ0BYynwC M)F/-Ac5y',fp_del_cmd_unix,'1396693902',com_send_cmd,'-1201118216 ',tm_parse_status,'',drp_test_system_vars,'',gssb_get_temp_int,'',init_dummy_sensor,'',fp_set_cmd_dt,'1632031821 1850487531 -1777155849 U!1ez's# EA',obc_set_pwm_freq,'-2136338428 19971194315227488193081185869539821787',gssb_get_status,'',drp_test_system_vars,'',gssb_get_temp_int,'',tm_send_all,'66572822201507916 11680247762022784010',com_reset_wdt,'1982294161',obc_get_time,'1819947501',gssb_msp_get_temp,'',help,'',gssb_get_uuid,'',-6,6.399982452392578,444020.0,10832.0
obc_get_mem,'',gssb_burn,'',drp_clear_gnd_wdt,'',com_get_node,'',rw_get_speed,'',gssb_fss_get_temp,'',com_debug,'',gssb_fss_get_temp,'',gssb_get_version,'',obc_set_pwm_duty,'121904734 -1304758124',gssb_unlock_config,'-378401060',obc_get_tle,'',obc_get_tle,'',gssb_get_version,'',gssb_reset,'',obc_get_tle,'',drp_clear_gnd_wdt,'',rw_get_speed,'',gssb_get_uuid,'',fp_show,'',drp_add_hrs_alive,'1766648293',eps_get_config,'',tm_send_from,'11429513787156772917 2992815825564647183 9465830374334158129',rw_get_speed,'',tm_parse_status,'',gssb_unlock_config,'-115154090',gssb_get_version,'',com_ping,'-1640760206',eps_set_heater,'1176078435 1980263298',com_send_tc,'1031154198 RjF9#Kcq',com_send_tc,'-444902620 9\%_\C5fI',gssb_get_temp,'',gssb_get_uuid,'',gssb_fss_set_config,'1985011073',drp_clear_gnd_wdt,'',drp_ebf,'360034685',eps_update_status,'',com_get_config,'Z`_',eps_get_config,'',obc_get_tle,'',gssb_set_burn_config,'1293768952 775057515 -277006121 -435093934 -169081618 -440104863 -163239778',help,'',gssb_scan,'304211277 40014827',rw_set_speed,'16689449 236531363',tm_send_status,'1524447586',gssb_set_addr,'444217179',com_send_tc,'566960728 yu||m.',drp_get_vars,'',gssb_fss_commit_config,'',tm_send_from,'16836830973659233200 5953383676020369301 604654643927031301',-6,12.172456979751587,444020.0,10636.0
eps_get_config,'',obc_pwm_pwr,'-1054653363',obc_prop_tle,'2097685392200550779',drp_clear_gnd_wdt,'',obc_prop_tle,'3059831073279541141',test,'@',obc_pwm_pwr,'1790895129',gssb_get_temp_int,'',obc_get_tle,'',gssb_msp_get_temp,'',gssb_arm_auto,'-1482275982',obc_update_status,'',gssb_get_temp,'',gssb_fss_commit_config,'',obc_get_time,'238653072',obc_pwm_pwr,'1991225460',gssb_pwr,'482418324 -1805397765',obc_prop_tle,'-4267210673199274266',gssb_fss_get_sun,'',tm_send_all,'6456204602856841893 7891804605703037610',eps_set_heater,'1173816571 -224206212',tm_set_ack,'18002306348525926780 8707548440455397738',tm_send_from,'11614007048282907254 16163006831740155016 12217122497621728354',fp_reset,'',fp_set_cmd_unix,'-532772144 1485882777 384981673 Du;| ',help,'',fp_test_params,'-1207500401 ebX]B;_~C -1328053922',fp_set_cmd_dt,'-128769119 767751606 -1922819724 U~F O',tm_get_last,'14941212342311860011',obc_ident,'',gssb_commit_addr,'',com_send_cmd,'-1180179115 [',tm_set_ack,'2350205042915486789 2336521945540168010',drp_clear_gnd_wdt,'',com_set_config,'Ier>(C -)y',obc_update_status,'',fp_set_cmd_dt,'1677191488 -745657183 -1899136041 j LA&|z2S5',com_reset_wdt,'715071062',tm_send_all,'13666132574062161990 6064829205848642678',rw_get_speed,'',drp_add_hrs_alive,'1130832779',rw_set_speed,'-2055383568 949926655',gssb_fss_get_temp,'',com_set_node,'1329218942',eps_update_status,'',tm_parse_status,'',fp_set_cmd_unix,'50492641 1545914591 -1410953936 paa%F t?+=-',gssb_set_addr,'39591527',obc_get_time,'1917056023',fp_test_params,'1687097947 #+o})\ 1420358312',-6,8.121764421463013,444020.0,10576.0
obc_ident,'',drp_get_vars,'',obc_update_status,'',gssb_burn,'',set_state,'10421686523881128531 13407936373404520744 -107370846',drp_set_var,'-2055293689 1650191303',fp_reset,'',fp_del_cmd_unix,'1436566737',rw_get_current,'',com_reset_wdt,'-111910795',gssb_arm_auto,'-1665272825',gssb_scan,'520119289 1139225136',com_send_rpt,'-786326862 <oqgGU',rw_get_current,'',gssb_arm_manual,'-1429608221',rw_set_speed,'-1826090976 1856126456',com_send_cmd,'761114840 ',gssb_reset,'',gssb_get_burn_config,'',eps_get_hk,'',obc_set_pwm_freq,'-205455094 -273653901679408464067568043217646068340',gssb_get_temp,'',init_dummy_sensor,'',fp_reset,'',gssb_get_uuid,'',fp_set_cmd_dt,"'-461746053 2077782099 1898835494 J7)""Qb)bY ;Xk'",gssb_get_status,'',gssb_unlock_config,'-1684380829',gssb_arm_auto,'1056746667',com_set_config,'PH/!d( 0iXJ/lrw',gssb_get_burn_config,'',drp_set_var,'902645245 649929466',gssb_get_version,'',gssb_get_temp_int,'',fp_reset,'',drp_set_var,'305109045 902521996',rw_get_current,'',tm_parse_status,'',obc_pwm_pwr,'-787921503',fp_del_cmd_unix,'-626914618',obc_get_sensors,'',fp_test_params,'-1151247898 3bgIl -196670669',gssb_reset,'',com_set_config,'<CT x4Rc'Fa',com_get_config,'DBS*',fp_set_cmd_dt,'2117626654 -961141915 1675888657 Y2u<Oo;g g',gssb_reset,'',gssb_scan,'314405266 1577249745',help,'',rw_get_current,'',-6,6.76887321472168,444020.0,10628.0
